Item No.	PART NUMBER	revision	QTY	Description	Material	Finish	Treatment	Colour	Comments	SecondProcess	Third Process	Author	Approved	Asset	SW-Folder Name(Folder Name)	SW-File Name(File Name)	SW-Configuration Name(Configuration Name)	Distributor	mass	DrawnDate	OEM_Internet	OEM_Supplier	OEM_Data_Sheet	Qb_Code	QB_Catergory	Sheet Metal Thickness	Spare_Part	Supplier_Part_Number
1.1.3.1.3	        AWS-B-008968	1	1	HOPPER UPPER ASSY	PER BOM	PASSIVATED			WELDING			FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-B-008968	Default		106.3	06/05/2021							-	
1.1.3.1.3.1	          AWS-A-008969	1	1	TOP HOPPER PLATE	SS304	NATURAL			LASERCUT			FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-A-008969	Default		4.9	06/05/2021						6	-	
1.1.3.1.3.1.1	            		1	Sheet	SS304												Default		4.9							6		
1.1.3.1.3.2	          AWS-A-008979	1	4	HOPPER FLANGE PLATE	SS304	NATURAL			LASERCUT			FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-A-008979	Default		7.5	06/05/2021						6	-	
1.1.3.1.3.2.1	            		1	Sheet	SS304												Default		7.5							6		
1.1.3.1.3.3	          OEM-SSP26H-065 		1	2 1/2 BSP SS 316 HALF SOCKET	SS316L	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1034. Misc Component\	OEM-SSP26H-065 	Default<As Machined>	BAT INDUSTRIAL	0.3	16/09/2021		BAT INDUSTRIAL		1034	Misc Component		YES	SSP26H-065 
1.1.3.1.3.4	          AWS-A-005112	1	2	HOPPER CABLE TAG	SS304	NATURAL			LASERCUT			MF	CL		C:\AWS PDM\AWS\	AWS-A-005112	Default<As Machined>		0.0	17/03/2020						3	-	
1.1.3.1.3.4.1	            		1	Sheet	SS304												Default<As Machined>		0.0							3		
1.1.3.1.3.5	          AWS-A-010331	1	2	HOPPER TOP BRACE HALF	SS304	NATURAL			LASERCUT	FOLDING		FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-A-010331	Default<As Machined>		0.5	30/08/2021						3	-	
1.1.3.1.3.5.1	            		1	Sheet	SS304												Default<As Machined>		0.5							3		
1.1.3.1.3.6	          AWS-A-010330	1	1	HOPPER TOP HALF	SS304	NATURAL			LASERCUT	FOLDING		FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-A-010330	Default<As Machined>		35.0	30/08/2021						3	-	
1.1.3.1.3.6.1	            		1	Sheet	SS304												Default<As Machined>		35.0							3		
1.1.3.1.3.7	          AWS-A-010332	1	1	HOPPER TOP PLATE B	SS304	NATURAL			LASERCUT	FOLDING		FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-A-010332	Default<As Machined>		35.1	30/08/2021						3	-	
1.1.3.1.3.7.1	            		1	Sheet	SS304												Default<As Machined>		35.1							3		
1.1.3.1.4	        OEM-ILTD0 24VDC	-	2	ROTATING LEVEL INDICATOR	REFER DATA SHEET	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1046. Sensors\	OEM-ILTD0 24VDC	Default	WAM	0.7	13/05/2019		TOREX	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1046_ILT Rotating Level Indicator.pdf	1046	Sensors		-	ILTD0 24VDC
1.1.3.1.5	        AWS-A-009847		1	NET WEIGHER SIDE PANEL GASKET	Chutex - Self Adhesive Backing	NATURAL			PROFILE CUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-009847	Default		1.8	06/07/2021						1.5	-	
1.1.3.1.5.1	          		1	Sheet	Chutex - Self Adhesive Backing												Default		1.8							1.5		
1.1.3.1.6	        AS 1111.1 - M10 x 40 x 40-NNZP		20	M10 X 40 X 40 HEX HEAD BOLT ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\hex head\	hex bolt gradec_1_as	AS 1111.1 - M10 x 40 x 40-NNZP		0.0362			Costless Bolts						
1.1.3.1.7	        GB_HEXAGON_TYPE9 M10-SMS		20	M10 Nyloc Nut - ZP	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M10-SMS		0.0			Costless Bolts						
1.1.3.1.8	        AS 1237.1 N - 10ZP		40	M10 FLAT WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 10ZP		0.0			Costless Bolts						
1.1.3.1.9	        AWS-A-010589	1	1	LEVEL SENSOR INTERNAL CAP	Delrin - White	NATURAL			MACHINE			FQ	DG		C:\AWS PDM\AWS\007000-014000\	AWS-A-010589	Default		0.1	17/09/2021							-	
1.1.3.2	      AWS-Z-001382	1	1	BB 800 BAG CLAMP ASSY	AS PER BOM 	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS Modules\Bag Clamps\	AWS-Z-001382	Default		20.7	06/02/2020							-	
1.1.3.2.1	        AWS-B-001378	1	1	BB 800 CHUTE WELDMENT	AS PER BOM 	PASSIVATED			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001378	Default		6.6	06/02/2020							-	
1.1.3.2.1.1	          AWS-A-001349	1	1	BB CHUTE TOP PLATE	SS304	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001349	Default		1.1	06/02/2020						3	-	
1.1.3.2.1.1.1	            		1	Sheet	SS304												Default		1.1							3		
1.1.3.2.1.2	          AWS-A-001379	1	2	BB 800 CHUTE MOUNT PLATE	SS304	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001379	Default		1.1	06/02/2020						3	-	
1.1.3.2.1.2.1	            		1	Sheet	SS304												Default		1.1							3		
1.1.3.2.1.3	          AWS-A-001380	3	2	BB 800 CHUTE SIDE PLATE	SS304	NATURAL			LASERCUT	FOLDING		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001380	Default		1.6	06/02/2020						3	-	
1.1.3.2.1.3.1	            		1	Sheet	SS304												Default		1.6							3		
1.1.3.2.1.4	          AWS-A-001381	1	6	BB 800 CHUTE CABLE GUSSET	SS304	NATURAL			LASERCUT	FOLDING		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001381	Default		0.0	06/02/2020						3	-	
1.1.3.2.1.4.1	            		1	Sheet	SS304												Default		0.0							3		
1.1.3.2.1.5	          B18.3.5M - 6 x 1.0 x 16 Socket FCHS  -- 16NSS		22	CSK M6x16 SOCKET HEAD SCREW - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 16 Socket FCHS  -- 16NSS		4.673			Costless Bolts						
1.1.3.2.2	        AWS-B-001383	3	2	BB 700 CLAMP PLATE WELDMENT	AS PER BOM 	PASSIVATED			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001383	Default		1.2	06/02/2020							-	
1.1.3.2.2.1	          AWS-A-001384	2	1	BB 700 CLAMP PLATE	SS304	NATURAL			LASERCUT	FOLDING		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001384	Default		1.2	06/02/2020						3	-	
1.1.3.2.2.1.1	            		1	Sheet	SS304												Default		1.2							3		
1.1.3.2.2.2	          B18.3.5M - 6 x 1.0 x 16 Socket FCHS  -- 16NSS		5	CSK M6x16 SOCKET HEAD SCREW - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 16 Socket FCHS  -- 16NSS		4.673			Costless Bolts						
1.1.3.2.2.3	          B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		4	CSK M6 X 20 SS SOCKET HEAD SCREW 	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		0.006			Costless Bolts						
1.1.3.2.3	        AWS-A-001477	1	2	BB 800 HINGE	50 X 1 STAINLEES STEEL HINGE	NATURAL			PURCHASE	CUTTING	MACHINE	MF	CT1		C:\AWS PDM\AWS\	AWS-A-001477	Default		0.1	06/02/2020							-	
1.1.3.2.4	        AWS-B-001363	1	2	BB CYLINDER CLEVIS PAINT	AS PER BOM 	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001363	Default		0.3	06/02/2020							-	
1.1.3.2.4.1	          AWS-B-001362	1	1	BB CYLINDER CLEVIS	AS PER BOM 	NATURAL			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001362	Default		0.3	06/02/2020							-	
1.1.3.2.4.1.1	            AWS-A-001360	1	1	BB CYLINDER CLEVIS PLATE	MS	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001360	Default		0.2	06/02/2020						4	-	
1.1.3.2.4.1.1.1	              		1	Sheet	MS												Default		0.2							4		
1.1.3.2.4.1.2	            AWS-A-001361	1	1	BB CYLINDER CLEVIS LUG	MS	NATURAL			LASERCUT	MACHINE		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001361	Default		0.1	06/02/2020						10	-	
1.1.3.2.4.1.2.1	              		1	Sheet	MS												Default		0.1							10		
1.1.3.2.5	        AWS-A-001385	1	2	BB LIMIT SWITCH MOUNT PLATE	SS304	NATURAL			LASERCUT	MACHINE		MF	 		C:\AWS PDM\AWS\	AWS-A-001385	Default		0.2	06/02/2020						3	-	
1.1.3.2.5.1	          		1	Sheet	SS304												Default		0.2							3		
1.1.3.2.6	        AWS-Z-001372	1	2	BB CYLINDER SUPPORT ASSY	AS PER BOM 	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-001372	Flex		3.6	06/02/2020							-	
1.1.3.2.6.1	          AWS-B-001371	1	1	BB CYLINDER SUPPORT PAINT	AS PER BOM 	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001371	Default		2.7	06/02/2020							-	
1.1.3.2.6.1.1	            AWS-B-001370	1	1	BB CYLINDER SUPPORT WELDMENT	AS PER BOM 	NATURAL			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001370	Default		2.7	06/02/2020							-	
1.1.3.2.6.1.1.1	              AWS-A-001369	1	2	BB CYLINDER SUPPORT SIDE PLATE	MS	NATURAL			LASERCUT	MACHINE		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001369	Default		0.9	06/02/2020						4	-	
1.1.3.2.6.1.1.1.1	                		1	Sheet	MS												Default		0.9							4		
1.1.3.2.6.1.1.2	              AWS-A-001366	1	1	BB CYLINDER SUPPORT MOUNT PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001366	Default		0.4	06/02/2020						4	-	
1.1.3.2.6.1.1.2.1	                		1	Sheet	MS - GR250												Default		0.4							4		
1.1.3.2.6.1.1.3	              AWS-A-001367	1	1	BB SENSOR SUPPORT MOUNT PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001367	Default		0.3	06/02/2020						4	-	
1.1.3.2.6.1.1.3.1	                		1	Sheet	MS - GR250												Default		0.3							4		
1.1.3.2.6.1.1.4	              AWS-A-001368	1	1	BB FITTINGS SUPPORT PLATE	MS - GR250	NATURAL			LASERCUT	MACHINE		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001368	Default		0.2	06/02/2020						4	-	
1.1.3.2.6.1.1.4.1	                		1	Sheet	MS - GR250												Default		0.2							4		
1.1.3.2.6.2	          AWS-A-000518	2	1	BAG CLAMP CYLINDER SHAFT	SS304	NATURAL			MACHINE			MF	DG		C:\AWS PDM\AWS\	AWS-A-000518	Default		0.19	06/02/2020							-	
1.1.3.2.6.3	          AWS-Z-001377	1	1	BB 700 BAG CLAMP BAR ASSY	AS PER BOM 	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-001377	Default		0.5	06/02/2020							-	
1.1.3.2.6.3.1	            AWS-B-001375	1	1	BB 700 BAG CLAMP BAR PLATE PAINT	AS PER BOM 	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001375	Default		0.4	06/02/2020							-	
1.1.3.2.6.3.1.1	              AWS-B-001374	1	1	BB 700 BAG CLAMP BAR PLATE WELDMENT	AS PER BOM 	NATURAL			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001374	Default		0.4	06/02/2020							-	
1.1.3.2.6.3.1.1.1	                AWS-A-001373	1	1	BB 700 BAG CLAMP BAR PLATE	MS - GR250	NATURAL			LASERCUT	MACHINE		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001373	Default		0.4	06/02/2020						6	-	
1.1.3.2.6.3.1.1.1.1	                  		1	Sheet	MS - GR250												Default		0.4							6		
1.1.3.2.6.3.1.1.2	                B18.3.5M - 6 x 1.0 x 25 Socket FCHS  -- 25NZP		2	COUNTERSINK M6x25 SOCKET HEAD Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 25 Socket FCHS  -- 25NZP		0.007			Costless Bolts						
1.1.3.2.6.3.2	            AWS-A-001376	1	1	BB 700 BAG CLAMP GRIP	Natural Rubber Insertion	NATURAL			CUTTING			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001376	Default		0.1	06/02/2020						6	-	
1.1.3.2.6.3.2.1	              		1	Sheet	Natural Rubber Insertion												Default		0.1							6		
1.1.3.2.6.4	          OEM-CQ2D50-30DCMZ 	-	1	COMPACY CYLINDER Ø50X30 	REFER DATA SHEET 	NATURAL			PURCHASE			CL			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-CQ2D50-30DCMZ 	FLEX	SMC	0.2	07/02/2019	https://www.smcworld.com/products/en/actuator/s.do?ca_id=460	SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_SMC CQ Cylinders.pdf	1038	Pneumatics		YES	CQ2D50-30DCMZ 
1.1.3.2.6.5	          OEM-Y-G05	-	1	Ø50-Ø63 DOUBLE KNUCKLE JOINT	REFER DATA SHEET	NATURAL			PURCHASE			CL			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-Y-G05	Default<As Machined>		0.0	07/02/2019		SMC		1038	Pneumatics		-	Y-G05
1.1.3.2.6.6	          AS 1237.1 N - 6MS		2	M6 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6MS		0.0			Costless Bolts						
1.1.3.2.6.7	          GB_FASTENER_WASHER_WSLW 6MS		2	M6 SPRING WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6MS		0.00			Costless Bolts						
1.1.3.2.6.8	          AS 1112.1 S1 - M6-D-NMS		2	M6 HEX NUT Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NMS		0.003			Costless Bolts						
1.1.3.2.6.9	          AS 1237.1 N - 8MS		2	M8 FLAT WASHER - Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8MS		0.0			Costless Bolts						
1.1.3.2.6.10	          GB_FASTENER_WASHER_WSLW 8MS		2	M8 SPRING WASHER MSZP	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 8MS		0.00			Costless Bolts						
1.1.3.2.6.11	          AS 1111.1 - M6 x 30 x 30-NNZP		2	M6x30 HEX HEAD BOLT - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\hex head\	hex bolt gradec_1_as	AS 1111.1 - M6 x 30 x 30-NNZP		0.0095			Costless Bolts						
1.1.3.2.7	        AWS-B-001394	1	1	BB CYLINDER SUPPORT SHORT COVER PAINT	AS PER BOM 	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001394	Default		1.1	06/02/2020							-	
1.1.3.2.7.1	          AWS-A-001395	1	1	BB CYLINDER SUPPORT SHORT COVER	MS	NATURAL			LASERCUT	FOLDING		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001395	Default		1.1	06/02/2020						2	-	
1.1.3.2.7.1.1	            		1	Sheet	MS												Default		1.1							2		
1.1.3.2.8	        AWS-B-001393	1	1	BB CYLINDER SUPPORT FULL COVER PAINT	AS PER BOM 	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001393	Default		1.3	06/02/2020							-	
1.1.3.2.8.1	          AWS-A-001392	1	1	BB CYLINDER SUPPORT FULL COVER	MS	NATURAL			LASERCUT	FOLDING		MF	CT1		C:\AWS PDM\AWS\	AWS-A-001392	Default		1.3	06/02/2020						2	-	
1.1.3.2.8.1.1	            		1	Sheet	MS												Default		1.3							2		
1.1.3.2.9	        OEM-D4MC-5000	-	2	ENCLOSED LIMIT SWITCH	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1046. Sensors\	OEM-D4MC-5000	Default	OMRON	0.1	11/09/2018	http://www.ia.omron.com/product/item/10367/	OMRON	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\OEM-D4MC-5000.pdf	1046	Sensors		YES	D4MC-5000
1.1.3.2.10	        OEM-KQ2E06-00N	-	2	6MM BULKHEAD UNION	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2E06-00N	Default	SMC	0.0	21/02/2019		SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2E06-00N.png	1038	Pneumatics		-	KQ2E06-00N
1.1.3.2.11	        OEM-TRFMG12	1	4	M12 NYLON CABLE GLAND	Nylon 101	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1058. Electrical\	OEM-TRFMG12	Default	L&H	0.0	10/07/2019	https://www.lh.com.au/	L&H		1058	Electrical		-	TRFMG12
1.1.3.2.12	        OEM-D4A-F00	-	2	NYLON LOOP LEVER	AS PER BOM 	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1046. Sensors\	OEM-D4A-F00	Default	OMRON	0.0	30/08/2018		OMRON		1046	Sensors		YES	D4A-F00
1.1.3.2.13	        OEM-D4A-510N	-	1	LIMIT SWITCH	AS PER BOM	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1046. Sensors\	OEM-D4A-510N	SIDE MOUNT RH	OMRON	0.2	30/08/2018		OMRON		1046	Sensors		YES	D4A-5101N
1.1.3.2.14	        OEM-D4A-510N	-	1	LIMIT SWITCH	AS PER BOM	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1046. Sensors\	OEM-D4A-510N	SIDE MOUNT LH	OMRON	0.2	30/08/2018		OMRON		1046	Sensors		YES	D4A-5101N
1.1.3.2.15	        AS 1237.1 N - 6SS		32	M6 FLAT WASHER - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6SS		0.0			Costless Bolts						
1.1.3.2.16	        GB_FASTENER_WASHER_WSLW 6SS		32	M6 Spring Washer Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6SS		0.00			Costless Bolts						
1.1.3.2.17	        AS 1112.1 S1 - M6-D-NSS		32	M6 HEX NUT - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NSS		0.003			Costless Bolts						
1.1.3.2.18	        AS 1237.1 S - 5SS		7	M5 SMALL WASHER STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - small_1_as	AS 1237.1 S - 5SS		0.00			Costless Bolts						
1.1.3.2.19	        GB_FASTENER_WASHER_WSLW 5SS		7	M5 SPRING WASHER STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 5SS		0.00			Costless Bolts						
1.1.3.2.20	        AS 1111.2 - M5 x 12-NNSS		7	M5 x 12 MACHINE SCREW STAINLESS STEEL	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M5 x 12-NNSS		0.0			Costless Bolts						
1.1.3.3	      AWS-Z-000493	4	1	GROSS WEIGHER	AS PER BOM	NATURAL			ASSEMBLY			MF	CL		C:\AWS PDM\AWS Modules\Gross Weighers\	AWS-Z-000493	Default		83.0	10/02/2020							-	
1.1.3.3.1	        AWS-Z-004555	1	1	RADIAL GATE ASSY	AS PER BOM	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-004555	Default		59.8	10/02/2020							-	
1.1.3.3.1.1	          AWS-Z-004545	1	1	RADIAL GATE ASSY	AS PER BOM	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-004545	Default		49.2	10/02/2020							-	
1.1.3.3.1.1.1	            AWS-B-000483	3	1	GROSS WEIGHER SUB ASSEMBLY	AS PER BOM	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	 		C:\AWS PDM\AWS\	AWS-B-000483	Default		35.7	10/02/2020							-	
1.1.3.3.1.1.1.1	              AWS-B-000482	5	1	WELDED ASSEMBLY	AS PER BOM	NATURAL			WELDING			MF	CL		C:\AWS PDM\AWS\	AWS-B-000482	Standard		35.4	10/02/2020							-	
1.1.3.3.1.1.1.1.1	                AWS-A-000464	1	1	RFG FRONT INFILL	MS - GR250	NATURAL			LASERCUT	FOLDING		DG	CL		C:\AWS PDM\AWS\	AWS-A-000464	Defualt		1.9	12/06/2020						3	-	
1.1.3.3.1.1.1.1.1.1	                  		1	Sheet	MS - GR250												Defualt		1.9							3		
1.1.3.3.1.1.1.1.2	                AWS-A-000473	1	1	RFG REAR INFILL PANEL	MS - GR250	NATURAL			LASERCUT	FOLDING		DG	CL		C:\AWS PDM\AWS\	AWS-A-000473	Standard		4.4	12/06/2020						3	-	
1.1.3.3.1.1.1.1.2.1	                  		1	Sheet	MS - GR250												Standard		4.4							3		
1.1.3.3.1.1.1.1.3	                AWS-A-000476	1	1	GROSS WEIGHER CABLE MAN. RUN	MS - GR250	NATURAL			LASERCUT	FOLDING		DG	CL		C:\AWS PDM\AWS\	AWS-A-000476	Default		0.4	12/06/2020						3	-	
1.1.3.3.1.1.1.1.3.1	                  		1	Sheet	MS - GR250												Default		0.4							3		
1.1.3.3.1.1.1.1.4	                AWS-A-000480	1	1	GROSS WEIGHER LEFT SIDE	MS - GR250	NATURAL			LASERCUT	FOLDING	WELDING	DG	CL		C:\AWS PDM\AWS\	AWS-A-000480	Default		13.4	12/06/2020						3	-	
1.1.3.3.1.1.1.1.4.1	                  		1	Sheet	MS - GR250												Default		13.4							3		
1.1.3.3.1.1.1.1.5	                AWS-B-000481	3	1	GROSS WEIGHER RIGHT SIDE WELDMENT	AS PER BOM	NATURAL			WELDING			DG	CL		C:\AWS PDM\AWS\	AWS-B-000481	Default		15.3	12/06/2020							-	
1.1.3.3.1.1.1.1.5.1	                  AWS-A-000479	4	1	GROSS WEIGHER RIGHT SIDE	MS - GR250	NATURAL			LASERCUT	FOLDING	WELDING	DG	CL		C:\AWS PDM\AWS\	AWS-A-000479	Default		13.5	12/06/2020						3	-	
1.1.3.3.1.1.1.1.5.1.1	                    		1	Sheet	MS - GR250												Default		13.5							3		
1.1.3.3.1.1.1.1.5.2	                  AWS-A-000468	1	2	M16 TAPPING PLATE SUPPORT	MS - GR250	NATURAL			LASERCUT	MACHINE		DG	CL		C:\AWS PDM\AWS\	AWS-A-000468	Default		0.9	12/06/2020						12	-	
1.1.3.3.1.1.1.1.5.2.1	                    		1	Sheet	MS - GR250												Default		0.9							12		
1.1.3.3.1.1.1.2	              IN39102-0830	-	47	HEXSERT SS M8 0.7-3.0 GRIP (LOW PROFILE)	SS	NATURAL			Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hexserts\	IN39102 HEXNUT SS	IN39102-0830		0.01	12/02/2020		Costless						
1.1.3.3.1.1.2	            AWS-A-000672	3	1	RADIAL FEED GATE SHAFT	SS304	NATURAL			MACHINE			MF	CT1		C:\AWS PDM\AWS\	AWS-A-000672	Default		2.7	10/02/2020							-	
1.1.3.3.1.1.3	            AWS-B-000671	1	1	RADIAL FEED GATE - DRIBBLE GATE WELDMENT	AS PER BOM	PASSIVATED			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-000671	Default		5.3	10/02/2020							-	
1.1.3.3.1.1.3.1	              AWS-A-000668	1	1	RADIAL FEED GATE BOTTOM - DRIBBLE	SS304	NATURAL			LASERCUT	ROLLING		MF	CT1		C:\AWS PDM\AWS\	AWS-A-000668	Default		1.6	10/02/2020						3	-	
1.1.3.3.1.1.3.1.1	                		1	Sheet	SS304												Default		1.6							3		
1.1.3.3.1.1.3.2	              AWS-A-000669	1	2	RADIAL FEED GATE SIDE	SS304	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-000669	Default		0.9	10/02/2020						3	-	
1.1.3.3.1.1.3.2.1	                		1	Sheet	SS304												Default		0.9							3		
1.1.3.3.1.1.3.3	              AWS-A-000670	3	2	RADIAL FEED GATE CLAMP ARM - SQUARE	SS304	NATURAL			LASERCUT	MACHINE		MF	CT1		C:\AWS PDM\AWS\	AWS-A-000670	Default		1.0	10/02/2020						16	-	
1.1.3.3.1.1.3.3.1	                		1	Sheet	SS304												Default		1.0							16		
1.1.3.3.1.1.4	            AWS-A-000673	3	2	RADIAL FEED GATE CLAMP STOP - SQUARE	SS304	NATURAL			LASERCUT	MACHINE		MF	CT1		C:\AWS PDM\AWS\	AWS-A-000673	Default		0.2	10/02/2020						16	-	
1.1.3.3.1.1.4.1	              		1	Sheet	SS304												Default		0.2							16		
1.1.3.3.1.1.5	            AWS-Z-003060	1	1	GW MANIFOLD ASSY	AS PER BOM	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-003060	Default		0.3	10/02/2020							-	
1.1.3.3.1.1.5.1	              AWS-A-003059	1	1	GEAR TRAY	MS - GR250	ZINC			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003059	Standard		0.2	10/02/2020						2.0	-	
